title;handle;vendor;product_type;tags;created_at;price;sku;image;weight;shape;foam;collection;game_level;frame;surface;professional_player;color;racket_type;balance;gender;racket_cover
Raquette de padel Nox AT10 Genius Junior by Agustin Tapia 2025;raquette-de-padel-nox-at10-genius-junior-by-agustin-tapia-2025;Nox;Raquettes;fait, juniors, tout;2025-03-27T10:53:04+01:00;79.9;9847;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-AT10-Genius-Junior-by-Agustin-Tapia-2025-Face.png?v=1743082469;poids;forme;mousse;2025;;carbon;;tapia;;;;;
Raquette de padel Nox Future Hybrid 12K Alum NFA Series 2025;raquette-de-padel-nox-future-hybrid-12k-alum-nfa-series-2025;Nox;Raquettes;fait, tout;2025-03-27T10:16:58+01:00;199.9;9845;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-futur-hybrid-12k-alum-nfa-series-2025-face.png?v=1743067808;;forme;;2025;;carbone;;;;attaque;;;
Raquette de padel Nox Future Attack 12k Alum NFA Series 2025;raquette-de-padel-nox-future-attack-12k-alum-nfa-series-2025;Nox;Raquettes;fait, tout;2025-03-27T09:47:23+01:00;199.9;9844;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-Future-Attack-12k-Alum-NFA-Series-2025-Face.png?v=1743067208;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Nox NextGen Pro Attack 3K NFA Series 2025;raquette-de-padel-nox-nextgen-pro-attack-3k-nfa-series-2025;Nox;Raquettes;fait, tout;2025-03-27T09:14:14+01:00;129.9;9843;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-nextgen-pro-attack-3k-nfa-series-2025-face.png?v=1743064490;;forme;;2025;;carbone;sablée;pro;;;;;
Raquette de padel Nox NextGen Pro Hybrid 3k NFA Series 2025;raquette-de-padel-nox-nextgen-pro-hybrid-3k-nfa-series-2025;Nox;Raquettes;fait, tout;2025-03-27T08:30:49+01:00;129.9;9842;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-NextGen-Pro-Hybrid-3k-NFA-Series-2025-Face.png?v=1743152001;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel Vertex 03 Light;raquette-de-padel-bullpadel-vertex-03-light;Bullpadel;Raquettes;tout;2025-03-11T16:11:29+01:00;149.9;9759;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Vertex-03-light-xse-face.jpg?v=1741764701;poids;;mousse;;;carbone;;pro;;;;;
Raquette de padel Oxdog Ultimate Pro Smash 2025;raquette-de-padel-oxdog-ultimate-smash-2025;Oxdog;Raquettes;tout;2025-02-21T09:55:09+01:00;299.9;9468;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Smash-2025-face_ac1e9050-1825-405e-9eb2-5d72a4b875c9.png?v=1740385221;poids;forme;mousse;2025;;carbone;;pro;noir;;balance;;
Raquette de padel Wilson Optix V1 Blanc 2025;raquette-de-padel-wilson-optix-v1-blanc-2025;Wilson;Raquettes;fait, tout;2025-03-04T14:55:39+01:00;89.9;9661;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Wilson-Optix-V1-Blanc-face.png?v=1741096456;;forme;foam;;;carbone;;pro;;;;;
Raquette de padel Dunlop Galactica Lite 2025;raquette-de-padel-dunlop-galactica-lite-2025;Dunlop;Raquettes;tout;2024-10-24T12:16:17+02:00;199.9;8264;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Galactica-Lite-2025-Face.png?v=1738770001;poids;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel Icon Cloud 2025;raquette-de-padel-bullpadel-icon-cloud-2025;Bullpadel;Raquettes;fait, Juan Martin Diaz, tout;2025-02-28T11:31:07+01:00;199.9;9592;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Icon-Cloud-2025-face.png?v=1740738689;weight;forme;mousse;2025;;;;pro;;;;;
Raquette de padel Starvie Triton Speed 2024;raquette-de-padel-starvie-triton-speed-2024;Starvie;Raquettes;NONOX, NORNOX, tout, Tout s Nox;2023-11-10T09:00:13+01:00;179.9;6014;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/star-vie-raquette-de-padel-triton-ultra-speed-soft-face.jpg?v=1699604619;poids;forme;mousse;2024;expert;carbone;;pro;;;balance;;housse
Raquette de padel Bullpadel Icon 2025;raquette-de-padel-bullpadel-icon-2025;Bullpadel;Raquettes;fait, Juan Martin Diaz, tout;2025-02-19T09:59:13+01:00;199.9;9411;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Icon-25V-Face.png?v=1739956860;weight;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Siux Valkiria Go 2025;raquette-de-padel-siux-valkiria-go-2025;Siux;Raquettes;Femmes, tout;2025-02-04T16:44:06+01:00;98.9;9152;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Valkiria-Go-2025-Face.png?v=1738685284;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Black Crown Piton Attack 16K;raquette-de-padel-black-crown-piton-attack-16k;Black Crown;Raquettes;+ de 200€, Black Crown, Carbone, Expert, Goutte d'eau, NONOX, NORNOX, Polyvalente, Soft EVA, tout, Tout s Nox;2023-01-18T15:45:51+01:00;129.9;3671;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-black-crown-piton-attack-16k-face.png?v=1743513328;;forme;mousse;collection;expert;carbone;sablée;pro;white;polyvalente;;;housse
Raquette de padel Dunlop Megamax Vert 2025;raquette-de-padel-dunlop-megamax-vert-2025;Dunlop;Raquettes;tout;2024-10-25T12:26:00+02:00;59.9;8280;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Megamax-Vert-2025-Face.png?v=1738767490;poids;forme;mousse;2025;;;;pro;;polyvalente;;;
Raquette de padel Wilson Defy Pro 2025;raquette-de-padel-wilson-defy-pro-2025;Wilson;Raquettes;Javi Garrido, tout;2025-02-10T14:50:41+01:00;219.9;9243;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Wilson-Defy-pro-2025-face_1.png?v=1739198097;;forme;foam;2025;;carbone;;pro;noir;attaque;;;
Raquette de padel Wilson Defy LS 2025;raquette-de-padel-wilson-defy-ls-2025;Wilson;Raquettes;tout;2025-02-10T14:17:58+01:00;149.9;9242;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Wilson-Defy-LS-2025-face_1.png?v=1739198483;poids;forme;foam;collection;;carbone;;pro;;;;;
Raquette de padel Wilson Defy 2025;raquette-de-padel-wilson-defy-2025;Wilson;Raquettes;tout;2025-02-10T14:15:57+01:00;189.9;9241;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Wilson-Defy-2025-face_82b09372-a34c-4eac-b585-6d0ce86cb50f.png?v=1739198401;;forme;foam;2025;;carbone;sablée;;noir;attaque;;;
Raquette de padel Head Coello Junior 2025;raquette-de-padel-head-coello-junior-2025;Head;Raquettes;Arturo Coello, juniors, tout;2025-01-31T16:17:44+01:00;89.9;9106;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-coello-junior-2025-face.png?v=1738337449;poids;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Head Coello Vibe 2025;raquette-de-padel-head-coello-vibe-2025;Head;Raquettes;Arturo Coello, tout;2025-01-31T11:07:09+01:00;109.9;9101;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-coello-vibe-2025-face.png?v=1738318656;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Head Coello Motion 2025;raquette-de-padel-head-coello-motion-2025;Head;Raquettes;Arturo Coello, tout;2025-01-31T10:00:58+01:00;259.9;9094;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-coello-motion-2025-face.png?v=1738315231;;forme;foam;collection;;carbone;;pro;;;;;
Raquette de padel Head Coello Team 2025;raquette-de-padel-head-coello-team-2025;Head;Raquettes;Arturo Coello, tout;2025-01-29T09:29:14+01:00;175.9;9056;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Coello-Team-2025-Face.png?v=1738140848;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Head Coello Pro 2025;raquette-de-padel-head-coello-pro-2025;Head;Raquettes;Arturo Coello, tout;2025-01-28T16:24:01+01:00;259.9;9052;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Coello-Pro-2025-Face.png?v=1738080957;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Siux Valkiria Elite 2025;raquette-de-padel-siux-valkiria-elite-2025;Siux;Raquettes;Femmes, tout;2025-02-04T15:48:07+01:00;149.9;9151;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Valkiria-Elite-2025-Face.png?v=1738681124;poids;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Siux Valkiria Pro by Sofia Araújo 2025;raquette-de-padel-siux-valkiria-pro-2025;Siux;Raquettes;Femmes, tout;2025-02-04T14:42:18+01:00;199.9;9150;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Valkiria-Pro-2025-Face.png?v=1738679237;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Black Crown Win Carbon 2025;raquette-de-padel-black-crown-win-carbon-2025;Black Crown;Raquettes;tout;2025-02-11T09:07:04+01:00;152.9;9250;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Win-Carbon-2025-Face.png?v=1739263797;;forme;mousse;2025;;carbone;;;;;;;
Raquette de padel Black Crown Win Ultralight 2025;raquette-de-padel-black-crown-win-ultralight-2025;Black Crown;Raquettes;tout;2025-02-10T16:31:58+01:00;135.9;9249;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Win-Ultralight-2025-Face.png?v=1739202677;poids;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Black Crown Piton Epic Energy 2025;raquette-de-padel-black-crown-piton-epic-energy-2025;Black Crown;Raquettes;tout;2025-02-10T15:36:50+01:00;279.9;9247;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Piton-Epic-Energy-2025-Face.png?v=1739198757;;forme;mousse;2025;;carbone;sablée;pro;;attaque;;;
Raquette de padel Black Crown Piton Epic 2025;raquette-de-padel-black-crown-piton-epic-2025;Black Crown;Raquettes;tout;2025-02-10T15:09:18+01:00;249.9;9244;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Piton-Epic-2025-Face.png?v=1739197405;;forme;mousse;2025;;carbone;sablée;pro;;attaque;;;
Raquette de padel Black Crown Patron Xtrem 2025;raquette-de-padel-black-crown-patron-xtrem-2025;Black Crown;Raquettes;tout;2025-02-10T12:14:09+01:00;179.9;9240;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Patron-Xtrem-2025-Face.png?v=1739186720;;forme;mousse;2025;;carbone;sablée;pro;;;;;
Raquette de padel Black Crown Patron Gold 2025;raquette-de-padel-black-crown-patron-gold-2025;Black Crown;Raquettes;tout;2025-02-10T10:34:50+01:00;179.9;9237;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Patron-Gold-2025-Fac.png?v=1739181055;poids;forme;mousse;2025;;carbone;sand;pro;;;;;
Raquette de padel Siux Fenix V Elite 2025;raquette-de-padel-siux-fenix-v-elite-2025;Siux;Raquettes;tout;2025-02-05T09:01:53+01:00;139.9;9154;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/siux-fenix-elite-5-2025-face.jpg?v=1738742640;;forme;mousse;2025;;carbone;sablée;pro;;;;;
Raquette de padel Babolat Technical Vertuo 2025;raquette-de-padel-babolat-technical-vertuo-2025;Babolat;Raquettes;tout;2024-12-18T15:30:40+01:00;159.9;8731;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-technical-vertuo-2025-face.png?v=1734534015;;forme;mousse;2025;;;;pro;rouge;;;;
Raquette de padel Babolat Air Vertuo 2025;raquette-de-padel-babolat-air-vertuo-2025;Babolat;Raquettes;tout;2024-12-19T10:32:27+01:00;149.9;8734;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-air-vertuo-2025-face.png?v=1734601279;poids;forme;mousse;2025;;carbone;;pro;noir;polyvalente;;;
Raquette de padel Babolat Counter Vertuo 2025;raquette-de-padel-babolat-counter-vertuo-2025;Babolat;Raquettes;tout;2024-12-19T15:17:29+01:00;159.9;8737;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-counter-vertuo-2025-face.png?v=1734621035;;forme;mousse;2025;;carbone;;pro;noir;;;;
Raquette de padel Bullpadel Vertex Junior 2025;raquette-de-padel-bullpadel-vertex-junior-2025;Bullpadel;Raquettes;tout;2025-01-31T16:40:44+01:00;74.9;9108;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Bullpadel-Vertex-junior-25-face.jpg?v=1738337462;poids;;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel XPLO Premier Padel 2025;raquette-de-padel-bullpadel-xplo-premier-padel-2025;Bullpadel;Raquettes;Martin Di Nenno, tout;2025-02-07T10:41:37+01:00;214.9;9222;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-XPLO-Premier-Padel-2025-Face.png?v=1738922010;weight;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel Hack 04 Premier Padel 2025;raquette-de-padel-bullpadel-hack-04-2025-premier-padel;Bullpadel;Raquettes;Paquito Navarro, tout;2025-02-07T10:40:41+01:00;219.9;9218;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-hack-04-premier-padel-2025-face.png?v=1738920162;weight;forme;mousse;2025;;carbone;;pro;noir;;;;
Raquette de padel Head Vibe Bleu 2025;raquette-de-padel-head-vibe-bleu-2025;Head;Raquettes;tout;2025-01-28T09:13:00+01:00;79.9;9011;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Head-Vibe-Bleu-face_a875f56f-b0d4-4ed6-af9b-f59f098d44d0.png?v=1738052351;;forme;foam;2025;;carbone;;pro;bleu;polyvalente;;;
Raquette de padel Head Vibe Rose 2025;raquette-de-padel-head-vibe-rose-2025;Head;Raquettes;tout;2025-01-27T10:36:38+01:00;79.9;9006;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Vibe-2025-rose-face.png?v=1737970502;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Head Vibe Noir 2025;raquette-de-padel-head-vibe-noir-2025;Head;Raquettes;tout;2025-01-27T10:14:21+01:00;79.9;9004;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Vibe-2025-Noir-face.png?v=1737969303;;forme;foam;2025;;carbone;;pro;noir;polyvalente;;;
RAQUETTE DE TEST - Bullpadel Ionic Power 2025;raquette-de-test-bullpadel-ionic-power-2025;Bullpadel;Programme test;tout;2025-02-06T09:38:51+01:00;150;9175;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Ionic-Power-2025-Face_b16deff3-c416-4b03-b433-ae67522dfaf0.png?v=1738831169;;;;2025;;;;pro;;;;;
Raquette de padel Siux Fenix Pro V by Alex Chozas 2025;raquette-de-padel-siux-fenix-v-pro-2025;Siux;Raquettes;tout;2025-02-04T14:45:57+01:00;189.9;9149;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Siux-fenix-Pro-5-face.png?v=1738679490;;forme;mousse;2025;;carbone;;;;attaque;;;
Raquette de padel Siux Electra ST4 Go 2025;raquette-de-padel-siux-electra-st4-go-2025;Siux;Raquettes;tout;2025-02-04T14:08:11+01:00;98.9;9148;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Electra-ST4-Go-2025-Face.png?v=1738675457;;forme;mousse;2025;;carbone;sablée;pro;;attaque;;;
Raquette de padel Siux Electra ST4 Stupa Pro 2025;raquette-de-padel-siux-electra-st4-stupa-pro-2025;Siux;Raquettes;Franco Stupaczuk, tout;2025-02-04T11:17:12+01:00;229.9;9146;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Electra-ST4-Stupa-Pro-2025-Face.png?v=1738665526;;forme;mousse;2025;;carbone;sablée;pro;;attaque;;;
Raquette de padel Dunlop Nanomax Lite 2025;raquette-de-padel-dunlop-nanomax-lite-2025;Dunlop;Raquettes;tout;2024-10-24T15:15:22+02:00;64.9;8270;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Nanomax-Lite-2025-Face.png?v=1738768161;poids;forme;mousse;2025;;;;;;;;;
Raquette de padel Dunlop Galactica Team 2025;raquette-de-padel-dunlop-galactica-team-2025;Dunlop;Raquettes;tout;2024-10-24T14:08:28+02:00;149.9;8268;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Galactica-Team-2025-Face.png?v=1738768419;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Dunlop Tristorm Lite 2025;raquette-de-padel-dunlop-tristorm-lite;Dunlop;Raquettes;tout;2024-10-24T13:23:20+02:00;99.9;8266;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Tristorm-Lite-2025-Face.png?v=1738769472;poids;forme;mousse;2025;;;sablée;pro;;;;;
Raquette de padel Dunlop Galactica Pro LS 2025;raquette-de-padel-dunlop-galactica-pro-ls;Dunlop;Raquettes;tout;2024-10-24T11:54:31+02:00;219.9;8263;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Galactica-Pro-LS-2025-Face.png?v=1738770269;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Dunlop Galactica Junior 2025;raquette-de-padel-dunlop-galactica-junior-2025;Dunlop;Raquettes;juniors, tout;2024-10-25T17:01:50+02:00;59.9;8286;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Galactica-Junior-2025-Face.png?v=1738767228;poids;forme;mousse;2025;;;;pro;;;;;
Raquette de padel Dunlop Megamax Noir 2025;raquette-de-padel-dunlop-megamax-noir-2025;Dunlop;Raquettes;tout;2024-10-25T09:37:35+02:00;59.9;8272;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Megamax-Noir-2025-Face.png?v=1738767815;poids;forme;mousse;2025;;;;pro;noir;;;;
Raquette de padel Dunlop Nanomax Pro 2025;raquette-de-padel-dunlop-nanomax-pro-2025;Dunlop;Raquettes;tout;2024-10-24T13:49:39+02:00;79.9;8267;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Nanomax-Pro-2025-Face.png?v=1738768695;poids;forme;mousse;2025;;;sablée;pro;rouge;polyvalente;;;
Raquette de padel Dunlop Galactica Pro 2025;raquette-de-padel-dunlop-galactica-pro-2025;Dunlop;Raquettes;tout;2024-10-24T11:17:41+02:00;219.9;8262;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-Galactica-Pro-2025-Face.png?v=1738770582;;forme;mousse;2025;;carbone;;pro;;;;;
RAQUETTE DE TEST - Babolat Technical Veron 2.5 2025;test-raquette-de-padel-babolat-technical-veron-2-5-2025;Babolat;Programme test;tout;2025-01-24T09:59:38+01:00;150;8985;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-technical-veron-2025-face_a0a994cd-8bb1-4703-8517-c085ff417f12.png?v=1737709406;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Babolat Air Veron 2.5 2025;test-raquette-de-padel-babolat-air-veron-2-5-2025;Babolat;Programme test;tout;2025-01-24T09:40:08+01:00;150;8982;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-air-veron-2025-face_f645340c-fb48-4efc-a1f3-b2b528d1ccf4.png?v=1737708054;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Babolat Counter Viper 2.5 2025;test-raquette-de-padel-babolat-counter-viper-2-5-2025;Babolat;Programme test;tout;2025-01-23T17:17:52+01:00;150;8980;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-counter-viper-2025-surface_e5ac1c53-6163-43b7-9bbd-8174c202f71e.png?v=1737649052;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Babolat Technical Viper 2.5 2025;test-raquette-de-padel-babolat-technical-viper-2-5-2025;Babolat;Programme test;tout;2025-01-23T16:56:25+01:00;150;8979;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-technical-viper-2025-face_ce45e096-460f-4790-83b2-f1fafdfb5274.png?v=1737648256;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Babolat Air Viper 2.5 2025;test-raquette-de-padel-babolat-air-viper-2-5-2025;Babolat;Programme test;tout;2025-01-23T16:52:32+01:00;150;8978;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-air-viper-2025-face_1a5919e1-bb2e-4788-a992-34be7c0df481.png?v=1737647600;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Oxdog Sense Pro 2025;test-raquette-de-padel-oxdog-sense-pro-2025;Oxdog;Programme test;tout;2025-01-15T11:58:42+01:00;150;8911;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Sense-Pro-2025-Face.png?v=1731941151;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Oxdog Pure Pro + 2025;test-raquette-de-padel-oxdog-pure-pro-plus-2025;Oxdog;Programme test;tout;2025-01-15T11:56:21+01:00;150;8910;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Pure-Pro-plus-2025-Face.png?v=1731936278;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Oxdog Hyper Pro 2.0 2025;test-raquette-de-padel-oxdog-hyper-pro-2-0-2025;Oxdog;Programme test;tout;2025-01-15T11:54:20+01:00;150;8909;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/oxdog-raquette-de-padel-hyper-pro-2.0-24-face.jpg?v=1711372444;;;;2025;;;;tapia;;;;;
RAQUETTE DE TEST - Oxdog Hyper Pro+ 2.0 2025;test-raquette-de-padel-oxdog-hyper-pro-plus-2-0-2025;Oxdog;Programme test;tout;2025-01-15T11:51:25+01:00;150;8908;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Hyper-Pro-plus-2.0-2025-Face.png?v=1731935786;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Oxdog Ultimate Pro 2025;test-raquette-de-padel-oxdog-ultimate-pro-2025;Oxdog;Programme test;tout;2025-01-15T11:47:56+01:00;150;8907;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Pro-2025-Face.png?v=1731670136;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Oxdog Ultimate Pro+ 2025;test-raquette-de-padel-oxdog-ultimate-pro-plus-2025;Oxdog;Programme test;tout;2025-01-15T11:44:48+01:00;150;8906;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Pro-Plus-2025-Face.png?v=1731668678;;;;2025;;;;tapia;;;;;
RAQUETTE DE TEST - Head Speed Pro 2025;test-raquette-de-padel-head-speed-pro-2025;Head;Programme test;tout;2024-12-09T10:44:51+01:00;150;8666;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Speed-Pro-2025-Face_fc3dfdfa-ccce-4942-bc90-aa3fe1e0cad5.png?v=1733737518;;;;2025;;;;tapia;;;;;
RAQUETTE DE TEST - Head Speed Team 2025;test-raquette-de-padel-head-speed-team-2025;Head;Programme test;tout;2024-12-09T10:42:46+01:00;150;8665;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Speed-Team-2025-Face_ee5eceab-497b-4b41-88a3-9d05a3e30ea4.png?v=1733737402;;;;2025;;;;tapia;;;;;
RAQUETTE DE TEST - Head Speed One X 2025;test-raquette-de-padel-head-speed-one-x-2025;Head;Programme test;tout;2024-12-09T10:39:42+01:00;150;8664;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padelHead-Speed-One-X-2025-Face_f5e2b1ea-90b7-4035-9835-b3826395c92b.png?v=1733737263;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Head Speed One 2025;test-raquette-de-padel-head-speed-one-2025;Head;Programme test;tout;2024-12-09T10:29:38+01:00;150;8663;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Speed-One-2025-Face_9f1049d9-f59c-4fff-8633-5278bbe87d28.png?v=1733737088;;;;2025;;;;pro;;;;;
Raquette de padel Babolat Counter Viper 2.5 2025;raquette-de-padel-babolat-counter-viper-2025;Babolat;Raquettes;tout;2024-12-19T11:46:33+01:00;259.9;8735;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-counter-viper-2025-surface.png?v=1734606246;;forme;mousse;2025;;carbone;sand;pro;;;;;
Raquette de padel Babolat Counter Veron 2.5 2025;raquette-de-padel-babolat-counter-veron-2025;Babolat;Raquettes;tout;2024-12-19T14:36:40+01:00;194.9;8736;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-counter-veron-2025-face.png?v=1734616275;;forme;mousse;2025;;carbone;;pro;noir;;;;
Raquette de padel Babolat Air Veron 2025;raquette-de-padel-babolat-air-veron-2025;Babolat;Raquettes;tout;2024-12-19T09:37:15+01:00;199.9;8733;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-air-veron-2025-face.png?v=1734598420;poids;forme;mousse;2025;expert;carbone;;pro;bleu;;;;
Raquette de padel Babolat Technical Veron 2.5 2025;raquette-de-padel-babolat-technical-veron-2025;Babolat;Raquettes;tout;2024-12-18T12:24:57+01:00;184.9;8730;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-babolat-technical-veron-2025-face.png?v=1734528521;;forme;mousse;2025;;carbone;;pro;rouge;;;;
Raquette de padel Oxdog Pure Tour 2025;raquette-de-padel-oxdog-pure-tour-2025;Oxdog;Raquettes;tout;2024-11-18T14:28:40+01:00;209.9;8505;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Pure-Tour-2025-Face.png?v=1731937234;poids;forme;mousse;2025;;carbone;;pro;;attaque;balance;;
Raquette de padel Oxdog Pure Pro + 2025;raquette-de-padel-oxdog-pure-pro-plus-2025;Oxdog;Raquettes;tout;2024-11-18T12:21:19+01:00;264.9;8503;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Pure-Pro-plus-2025-Face.png?v=1731936278;poids;forme;mousse;2025;;carbone;sablée;pro;;attaque;balance;;
